call_id,caller_id,receiver_id,timestamp,duration_sec,tower_location_id,pattern_tag
C0930,P091,P059,2026-05-09 15:34:00,85,L003,background
C0931,P004,P100,2026-03-17 19:24:00,70,L007,background
C0932,P094,P046,2026-05-07 15:37:00,91,L019,background
C0933,P122,P023,2026-02-25 02:24:00,199,L012,background
C0934,P010,P103,2026-01-28 18:04:00,47,L006,background
C0935,P125,P027,2026-06-14 16:44:00,56,L012,background
C0936,P038,P073,2026-04-25 19:31:00,74,L009,background
C0937,P014,P124,2026-03-31 14:14:00,74,L001,background
C0938,P036,P029,2026-02-26 21:22:00,96,L004,background
C0939,P093,P027,2026-03-18 14:34:00,102,L001,background
C0940,P020,P131,2026-04-03 17:03:00,53,L005,background
C0941,P068,P037,2026-01-28 22:12:00,114,L001,background
C0942,P072,P060,2026-06-17 17:36:00,21,L013,background
C0943,P111,P101,2026-03-29 23:22:00,88,L006,background
C0944,P096,P144,2026-04-08 04:07:00,86,L009,background
C0945,P013,P016,2026-06-05 01:35:00,136,L006,background
C0946,P148,P050,2026-02-26 05:46:00,51,L002,background
C0947,P079,P113,2026-02-28 05:17:00,90,L016,background
C0948,P131,P079,2026-03-20 06:10:00,41,L010,background
C0949,P007,P068,2026-05-29 07:09:00,86,L017,background
C0950,P124,P098,2026-04-11 13:17:00,109,L004,background
C0951,P033,P059,2026-02-16 05:12:00,79,L016,background
C0952,P062,P082,2026-05-08 23:09:00,25,L012,background
C0953,P021,P134,2026-06-25 08:51:00,21,L010,background
C0954,P033,P041,2026-06-08 05:55:00,70,L004,background
C0955,P125,P131,2026-03-01 00:07:00,130,L020,background
C0956,P083,P057,2026-01-13 09:54:00,204,L005,background
C0957,P125,P051,2026-04-07 02:53:00,117,L011,background
C0958,P149,P104,2026-02-10 19:05:00,78,L013,background
C0959,P108,P132,2026-04-10 18:55:00,19,L005,background
C0960,P145,P122,2026-06-26 06:06:00,31,L003,background
C0961,P102,P072,2026-03-12 17:01:00,73,L015,background
C0962,P015,P147,2026-06-03 08:45:00,63,L002,background
C0963,P079,P045,2026-06-24 20:35:00,134,L018,background
C0964,P130,P061,2026-01-20 02:55:00,16,L010,background
C0965,P060,P082,2026-04-07 22:26:00,169,L006,background
C0966,P031,P024,2026-03-24 09:53:00,34,L017,background
C0967,P073,P129,2026-03-11 23:13:00,93,L006,background
C0968,P071,P011,2026-05-13 11:59:00,94,L011,background
C0969,P100,P132,2026-03-20 19:24:00,82,L014,background
C0970,P086,P132,2026-02-09 07:09:00,74,L019,background
C0971,P026,P115,2026-05-02 20:41:00,140,L006,background
C0972,P113,P144,2026-01-31 19:57:00,172,L006,background
C0973,P035,P101,2026-02-07 21:58:00,53,L020,background
C0974,P069,P114,2026-04-20 08:59:00,145,L017,background
C0975,P094,P073,2026-06-20 13:32:00,18,L019,background
C0976,P019,P097,2026-06-14 14:55:00,44,L020,background
C0977,P005,P084,2026-03-21 14:42:00,20,L007,background
C0978,P128,P011,2026-06-26 18:41:00,39,L001,background
C0979,P107,P147,2026-03-31 13:38:00,141,L010,background
C0980,P096,P079,2026-03-20 06:23:00,145,L003,background
C0981,P009,P074,2026-05-07 21:39:00,343,L016,background
C0982,P035,P046,2026-05-10 04:01:00,37,L016,background
C0983,P110,P127,2026-01-08 20:45:00,103,L016,background
C0984,P013,P099,2026-04-26 07:02:00,29,L012,background
C0985,P146,P026,2026-02-08 16:36:00,183,L012,background
C0986,P068,P062,2026-02-01 07:07:00,76,L015,background
C0987,P065,P120,2026-02-02 14:58:00,78,L002,background
C0988,P097,P094,2026-04-16 02:57:00,59,L010,background
C0989,P115,P069,2026-03-30 10:50:00,148,L010,background
C0990,P011,P136,2026-02-02 21:25:00,148,L012,background
C0991,P040,P113,2026-01-10 06:52:00,58,L013,background
C0992,P131,P022,2026-01-02 13:59:00,80,L019,background
C0993,P102,P076,2026-05-23 22:11:00,50,L007,background
C0994,P011,P097,2026-02-15 00:07:00,50,L004,background
C0995,P019,P140,2026-02-19 02:37:00,83,L013,background
C0996,P044,P108,2026-02-10 16:26:00,29,L011,background
C0997,P050,P054,2026-06-23 14:41:00,81,L008,background
C0998,P016,P008,2026-06-05 14:25:00,42,L007,background
C0999,P147,P084,2026-01-11 20:16:00,62,L013,background
C1000,P099,P024,2026-03-05 15:26:00,51,L006,background
C1001,P013,P034,2026-06-06 22:15:00,71,L016,background
C1002,P043,P123,2026-04-29 03:34:00,54,L016,background
C1003,P114,P109,2026-06-04 13:39:00,75,L015,background
C1004,P034,P014,2026-01-08 14:58:00,103,L004,background
C1005,P041,P032,2026-04-09 00:00:00,97,L015,background
C1006,P116,P016,2026-04-08 17:38:00,78,L016,background
C1007,P131,P129,2026-01-28 22:40:00,136,L017,background
C1008,P009,P004,2026-03-15 12:24:00,29,L003,background
C1009,P109,P042,2026-03-07 20:02:00,51,L018,background
C1010,P084,P011,2026-03-15 13:54:00,56,L014,background
C1011,P113,P040,2026-03-20 03:36:00,45,L010,background
C1012,P087,P027,2026-01-01 14:36:00,21,L020,background
C1013,P108,P104,2026-03-21 02:27:00,57,L015,background
C1014,P042,P047,2026-01-13 04:01:00,117,L009,background
C1015,P138,P040,2026-03-13 12:51:00,70,L009,background
C1016,P138,P117,2026-05-30 20:59:00,32,L005,background
C1017,P044,P126,2026-01-27 10:24:00,63,L013,background
C1018,P042,P112,2026-05-06 12:43:00,59,L017,background
C1019,P061,P148,2026-06-03 15:28:00,142,L003,background
C1020,P136,P132,2026-01-22 04:41:00,298,L018,background
C1021,P135,P022,2026-01-04 17:47:00,58,L019,background
C1022,P057,P013,2026-02-24 20:21:00,38,L005,background
C1023,P066,P144,2026-01-21 23:35:00,93,L006,background
C1024,P111,P104,2026-01-22 13:49:00,111,L020,background
C1025,P027,P005,2026-03-21 13:15:00,89,L006,background
C1026,P030,P004,2026-05-11 14:05:00,73,L001,background
C1027,P104,P021,2026-01-07 01:35:00,55,L006,background
C1028,P016,P001,2026-06-03 00:33:00,81,L005,background
C1029,P078,P041,2026-06-08 17:42:00,164,L016,background
C1030,P142,P132,2026-05-17 18:53:00,109,L004,background
C1031,P144,P054,2026-03-29 21:13:00,77,L019,background
C1032,P007,P131,2026-04-04 13:44:00,71,L003,background
C1033,P030,P004,2026-05-26 21:02:00,41,L008,background
C1034,P061,P091,2026-04-28 14:07:00,106,L005,background
C1035,P009,P140,2026-01-18 19:50:00,17,L002,background
C1036,P130,P115,2026-01-10 16:06:00,100,L005,background
C1037,P109,P122,2026-02-27 16:06:00,27,L010,background
C1038,P134,P131,2026-03-19 02:43:00,36,L017,background
C1039,P002,P013,2026-05-27 20:21:00,79,L001,background
C1040,P036,P066,2026-05-23 22:03:00,62,L017,background
C1041,P072,P086,2026-01-07 01:34:00,169,L006,background
C1042,P066,P054,2026-04-06 10:55:00,125,L019,background
C1043,P054,P084,2026-02-20 04:24:00,80,L017,background
C1044,P076,P114,2026-03-02 19:40:00,77,L013,background
C1045,P064,P109,2026-04-24 23:56:00,90,L006,background
C1046,P016,P082,2026-03-14 10:36:00,112,L016,background
C1047,P003,P114,2026-01-18 17:39:00,127,L006,background
C1048,P021,P055,2026-04-15 13:55:00,57,L016,background
C1049,P105,P032,2026-05-05 04:02:00,18,L014,background
C1050,P068,P029,2026-01-06 17:38:00,82,L019,background
C1051,P090,P118,2026-04-20 14:20:00,92,L018,background
C1052,P046,P033,2026-04-08 18:27:00,212,L001,background
C1053,P123,P112,2026-04-02 04:22:00,106,L001,background
C1054,P086,P025,2026-03-05 08:50:00,158,L016,background
C1055,P051,P039,2026-06-16 11:10:00,35,L019,background
C1056,P084,P024,2026-02-26 19:31:00,53,L019,background
C1057,P022,P108,2026-04-25 10:16:00,49,L001,background
C1058,P027,P147,2026-04-09 04:54:00,45,L003,background
C1059,P047,P149,2026-06-27 08:58:00,191,L018,background
C1060,P101,P089,2026-02-13 19:51:00,383,L007,background
C1061,P007,P059,2026-01-03 18:15:00,123,L008,background
C1062,P013,P141,2026-06-26 09:47:00,43,L010,background
C1063,P090,P108,2026-02-12 13:04:00,132,L007,background
C1064,P045,P134,2026-05-23 09:02:00,40,L020,background
C1065,P020,P022,2026-05-08 18:33:00,98,L005,background
C1066,P038,P111,2026-01-31 18:49:00,52,L018,background
C1067,P033,P044,2026-04-09 12:00:00,42,L014,background
C1068,P018,P079,2026-06-04 20:14:00,146,L005,background
C1069,P103,P051,2026-05-22 18:36:00,46,L003,background
C1070,P074,P147,2026-06-28 22:43:00,51,L016,background
C1071,P063,P112,2026-01-11 16:52:00,88,L013,background
C1072,P064,P143,2026-02-17 14:33:00,126,L019,background
C1073,P081,P053,2026-04-11 09:53:00,42,L004,background
C1074,P019,P108,2026-06-27 23:14:00,60,L004,background
C1075,P002,P089,2026-02-27 04:55:00,27,L004,background
C1076,P070,P038,2026-05-08 14:31:00,107,L013,background
C1077,P033,P109,2026-03-29 05:33:00,403,L014,background
C1078,P127,P121,2026-06-22 00:40:00,45,L001,background
C1079,P010,P053,2026-02-23 13:58:00,41,L002,background
C1080,P130,P074,2026-04-27 20:08:00,68,L019,background
C1081,P013,P074,2026-04-04 02:56:00,17,L013,background
C1082,P040,P079,2026-03-05 05:42:00,102,L004,background
C1083,P069,P120,2026-06-27 09:55:00,118,L016,background
C1084,P029,P139,2026-06-07 03:01:00,26,L001,background
C1085,P053,P042,2026-01-22 08:22:00,116,L008,background
C1086,P034,P072,2026-05-12 12:00:00,66,L020,background
C1087,P127,P091,2026-04-18 22:52:00,164,L002,background
C1088,P017,P048,2026-04-02 11:07:00,51,L008,background
C1089,P126,P056,2026-05-11 20:49:00,220,L003,background
C1090,P098,P103,2026-02-18 13:26:00,108,L015,background
C1091,P146,P008,2026-02-01 09:16:00,54,L009,background
C1092,P088,P059,2026-06-09 04:06:00,55,L020,background
C1093,P002,P070,2026-02-13 23:39:00,32,L009,background
C1094,P072,P023,2026-06-25 23:37:00,79,L002,background
C1095,P125,P130,2026-01-18 12:01:00,138,L017,background
C1096,P046,P045,2026-05-26 05:44:00,39,L019,background
C1097,P132,P055,2026-01-23 17:37:00,93,L014,background
C1098,P012,P040,2026-03-16 22:42:00,82,L002,background
C1099,P030,P147,2026-01-29 04:04:00,149,L009,background
C1100,P052,P116,2026-03-14 11:48:00,105,L001,background
C1101,P039,P062,2026-01-12 07:15:00,187,L016,background
C1102,P142,P065,2026-03-31 05:10:00,133,L007,background
C1103,P100,P109,2026-01-27 23:00:00,39,L002,background
C1104,P012,P032,2026-06-20 03:03:00,327,L012,background
C1105,P123,P063,2026-03-02 14:07:00,32,L018,background
C1106,P090,P074,2026-01-06 03:36:00,126,L012,background
C1107,P049,P102,2026-06-10 01:18:00,107,L012,background
C1108,P129,P002,2026-03-14 14:17:00,129,L005,background
C1109,P066,P076,2026-06-15 14:47:00,119,L014,background
C1110,P128,P130,2026-05-23 14:17:00,44,L009,background
C1111,P097,P086,2026-04-13 19:27:00,83,L001,background
C1112,P031,P012,2026-05-24 19:32:00,91,L002,background
C1113,P083,P110,2026-06-02 06:20:00,198,L016,background
C1114,P055,P108,2026-05-22 10:56:00,119,L003,background
C1115,P132,P061,2026-02-10 10:23:00,180,L011,background
C1116,P083,P015,2026-05-12 08:35:00,76,L015,background
C1117,P035,P013,2026-04-22 14:51:00,70,L016,background
C1118,P134,P112,2026-01-12 16:17:00,82,L011,background
C1119,P061,P076,2026-04-24 10:50:00,57,L005,background
C1120,P077,P020,2026-06-23 04:54:00,85,L019,background
C1121,P142,P020,2026-01-12 17:08:00,148,L007,background
C1122,P039,P108,2026-06-27 17:11:00,115,L017,background
C1123,P007,P011,2026-06-13 11:14:00,21,L004,background
C1124,P148,P053,2026-06-01 00:50:00,42,L002,background
C1125,P126,P037,2026-01-04 09:57:00,128,L008,background
C1126,P078,P057,2026-01-24 17:38:00,39,L011,background
C1127,P023,P011,2026-01-13 16:08:00,46,L003,background
C1128,P109,P089,2026-01-15 16:01:00,61,L010,background
C1129,P073,P063,2026-06-16 10:33:00,72,L017,background
C1130,P126,P045,2026-04-08 14:51:00,92,L002,background
C1131,P119,P141,2026-05-19 04:35:00,48,L009,background
C1132,P007,P112,2026-03-16 13:39:00,122,L008,background
C1133,P059,P083,2026-02-22 16:24:00,152,L009,background
C1134,P114,P060,2026-01-22 06:39:00,66,L006,background
C1135,P138,P068,2026-01-31 08:16:00,209,L011,background
C1136,P004,P025,2026-01-12 13:54:00,83,L006,background
C1137,P010,P120,2026-03-13 20:40:00,104,L004,background
C1138,P095,P054,2026-05-12 17:30:00,67,L007,background
C1139,P018,P135,2026-01-09 08:11:00,80,L020,background
C1140,P114,P033,2026-01-11 02:08:00,123,L010,background
C1141,P110,P062,2026-01-19 20:58:00,94,L014,background
C1142,P097,P136,2026-05-08 05:45:00,288,L018,background
C1143,P069,P029,2026-01-26 05:50:00,131,L015,background
C1144,P073,P129,2026-06-15 05:42:00,22,L016,background
C1145,P002,P019,2026-02-16 21:37:00,87,L011,background
C1146,P026,P038,2026-02-03 09:06:00,237,L019,background
C1147,P019,P137,2026-04-07 15:19:00,96,L005,background
C1148,P059,P083,2026-05-16 14:30:00,45,L020,background
C1149,P068,P110,2026-06-29 08:30:00,50,L011,background
C1150,P026,P012,2026-06-06 22:09:00,38,L011,background
C1151,P036,P128,2026-03-17 01:17:00,38,L003,background
C1152,P101,P035,2026-05-09 21:27:00,18,L011,background
C1153,P033,P082,2026-01-31 19:28:00,537,L018,background
C1154,P061,P086,2026-06-19 22:42:00,174,L008,background
C1155,P028,P111,2026-06-15 01:22:00,136,L015,background
C1156,P115,P036,2026-05-10 20:41:00,33,L017,background
C1157,P123,P027,2026-05-24 23:45:00,130,L004,background
C1158,P119,P044,2026-02-02 23:13:00,217,L008,background
C1159,P073,P103,2026-06-25 22:43:00,121,L006,background
C1160,P008,P017,2026-02-17 09:58:00,72,L014,background
C1161,P113,P040,2026-05-27 01:54:00,29,L010,background
C1162,P148,P013,2026-01-26 06:02:00,205,L001,background
C1163,P058,P026,2026-01-11 03:23:00,169,L010,background
C1164,P136,P120,2026-06-15 19:58:00,154,L018,background
C1165,P066,P093,2026-06-18 00:39:00,74,L002,background
C1166,P102,P118,2026-03-16 05:34:00,70,L019,background
C1167,P094,P050,2026-05-01 20:01:00,108,L014,background
C1168,P048,P110,2026-02-23 17:49:00,65,L012,background
C1169,P134,P005,2026-01-29 13:37:00,38,L012,background
C1170,P038,P003,2026-01-26 03:47:00,25,L003,background
C1171,P026,P122,2026-04-24 20:44:00,68,L018,background
C1172,P051,P144,2026-02-18 18:28:00,64,L006,background
C1173,P141,P047,2026-06-28 08:09:00,191,L007,background
C1174,P042,P006,2026-06-19 05:11:00,13,L008,background
C1175,P132,P094,2026-05-23 01:11:00,179,L015,background
C1176,P017,P035,2026-04-29 00:44:00,80,L012,background
C1177,P041,P034,2026-06-24 13:53:00,33,L011,background
C1178,P072,P005,2026-02-23 16:46:00,60,L013,background
C1179,P038,P111,2026-04-30 03:17:00,30,L010,background
C1180,P084,P086,2026-06-16 23:38:00,267,L001,background
C1181,P011,P064,2026-03-21 05:31:00,83,L007,background
C1182,P118,P051,2026-02-14 17:37:00,211,L015,background
C1183,P052,P074,2026-02-08 03:01:00,63,L020,background
C1184,P003,P032,2026-02-03 01:48:00,44,L006,background
C1185,P086,P046,2026-01-12 01:16:00,37,L015,background
C1186,P113,P121,2026-01-20 07:15:00,53,L010,background
C1187,P001,P009,2026-05-25 05:59:00,29,L010,background
C1188,P090,P135,2026-04-19 00:45:00,33,L009,background
C1189,P012,P026,2026-06-11 05:52:00,78,L002,background
C1190,P134,P085,2026-06-04 12:33:00,85,L011,background
C1191,P036,P003,2026-01-17 11:27:00,131,L003,background
C1192,P083,P117,2026-03-09 18:30:00,82,L018,background
C1193,P041,P071,2026-06-22 06:45:00,164,L002,background
C1194,P108,P147,2026-02-17 17:48:00,70,L020,background
C1195,P093,P086,2026-04-03 18:42:00,152,L012,background
C1196,P079,P139,2026-06-05 02:50:00,89,L009,background
C1197,P121,P065,2026-02-10 06:51:00,72,L018,background
C1198,P007,P144,2026-06-28 05:41:00,164,L012,background
C1199,P030,P035,2026-02-27 14:31:00,67,L018,background
C1200,P117,P127,2026-05-11 07:55:00,28,L011,background
C1201,P121,P118,2026-06-28 17:25:00,83,L015,background
C1202,P018,P097,2026-06-18 07:01:00,111,L016,background
C1203,P082,P093,2026-01-18 15:06:00,25,L005,background
C1204,P053,P021,2026-05-28 11:11:00,129,L012,background
C1205,P132,P131,2026-02-23 03:45:00,99,L001,background
C1206,P032,P063,2026-03-23 09:19:00,93,L018,background
C1207,P015,P038,2026-01-07 02:32:00,139,L001,background
C1208,P067,P112,2026-06-22 13:12:00,113,L002,background
C1209,P048,P046,2026-01-01 04:17:00,49,L019,background
C1210,P043,P121,2026-04-13 20:33:00,79,L004,background
C1211,P125,P042,2026-03-02 01:23:00,36,L012,background
C1212,P045,P116,2026-03-13 00:22:00,60,L019,background
C1213,P071,P070,2026-05-06 14:54:00,63,L006,background
C1214,P033,P119,2026-05-22 16:36:00,106,L019,background
C1215,P047,P149,2026-04-19 10:24:00,53,L010,background
C1216,P128,P078,2026-04-04 19:32:00,93,L018,background
C1217,P076,P139,2026-01-23 19:01:00,16,L002,background
C1218,P029,P121,2026-02-19 06:20:00,25,L004,background
C1219,P103,P050,2026-06-26 06:41:00,147,L013,background
C1220,P061,P062,2026-03-11 13:38:00,50,L010,background
C1221,P114,P016,2026-06-26 17:06:00,151,L011,background
C1222,P074,P084,2026-05-18 16:32:00,60,L013,background
C1223,P121,P069,2026-04-26 21:21:00,158,L005,background
C1224,P059,P046,2026-05-28 06:55:00,58,L005,background
C1225,P051,P019,2026-02-07 21:44:00,145,L003,background
C1226,P087,P044,2026-02-26 04:55:00,126,L013,background
C1227,P018,P105,2026-05-07 02:58:00,340,L020,background
C1228,P061,P109,2026-02-06 04:30:00,67,L008,background
C1229,P111,P091,2026-06-21 12:50:00,122,L020,background
C1230,P008,P041,2026-01-09 21:06:00,235,L018,background
C1231,P059,P131,2026-01-01 11:35:00,84,L008,background
C1232,P043,P070,2026-04-11 04:22:00,46,L001,background
C1233,P098,P036,2026-05-22 09:28:00,37,L007,background
C1234,P073,P123,2026-05-21 00:51:00,35,L010,background
C1235,P011,P020,2026-03-24 00:11:00,184,L002,background
C1236,P124,P037,2026-05-06 18:51:00,115,L018,background
C1237,P038,P073,2026-01-18 08:15:00,149,L020,background
C1238,P128,P085,2026-05-27 02:41:00,43,L013,background
C1239,P061,P020,2026-02-25 02:35:00,31,L008,background
C1240,P129,P043,2026-01-23 00:33:00,16,L020,background
C1241,P093,P104,2026-05-25 03:56:00,95,L004,background
C1242,P071,P150,2026-06-19 08:35:00,109,L008,background
C1243,P047,P103,2026-04-16 09:30:00,124,L008,background
C1244,P013,P095,2026-01-27 13:34:00,21,L010,background
C1245,P005,P024,2026-06-26 09:01:00,27,L019,background
C1246,P129,P134,2026-03-23 00:45:00,115,L004,background
C1247,P122,P052,2026-06-05 11:49:00,29,L018,background
C1248,P090,P103,2026-03-10 10:47:00,16,L009,background
C1249,P124,P106,2026-03-15 11:29:00,110,L018,background
C1250,P028,P130,2026-04-03 01:13:00,94,L005,background
C1251,P127,P068,2026-03-21 12:41:00,95,L015,background
C1252,P065,P045,2026-01-22 08:32:00,48,L002,background
C1253,P035,P146,2026-02-04 13:53:00,156,L011,background
C1254,P079,P074,2026-06-11 10:36:00,57,L020,background
C1255,P058,P130,2026-04-12 03:55:00,106,L009,background
C1256,P072,P069,2026-04-17 21:00:00,65,L017,background
C1257,P025,P150,2026-01-18 10:46:00,51,L010,background
C1258,P025,P139,2026-03-06 14:07:00,31,L015,background
C1259,P138,P036,2026-03-17 12:59:00,109,L009,background
C1260,P008,P124,2026-01-02 10:34:00,70,L014,background
C1261,P015,P028,2026-06-26 11:36:00,52,L014,background
C1262,P064,P063,2026-01-17 11:58:00,79,L014,background
C1263,P123,P018,2026-02-11 04:07:00,28,L020,background
C1264,P036,P022,2026-02-26 13:49:00,97,L013,background
C1265,P130,P025,2026-01-12 10:03:00,39,L010,background
C1266,P072,P127,2026-06-29 04:55:00,50,L018,background
C1267,P050,P011,2026-02-23 08:08:00,308,L010,background
C1268,P077,P136,2026-04-09 13:30:00,96,L010,background
C1269,P053,P072,2026-06-12 16:01:00,152,L003,background
C1270,P015,P064,2026-05-17 12:26:00,105,L017,background
C1271,P050,P033,2026-03-09 04:39:00,92,L017,background
C1272,P107,P014,2026-04-21 13:01:00,119,L017,background
C1273,P049,P100,2026-02-04 03:48:00,26,L016,background
C1274,P109,P119,2026-05-29 04:49:00,54,L007,background
C1275,P032,P043,2026-03-01 07:33:00,123,L004,background
C1276,P129,P111,2026-03-25 12:49:00,69,L006,background
C1277,P099,P050,2026-05-25 14:42:00,136,L013,background
C1278,P038,P124,2026-06-12 12:31:00,61,L019,background
C1279,P128,P068,2026-03-18 21:48:00,47,L005,background
C1280,P001,P147,2026-06-03 06:41:00,73,L005,background
C1281,P067,P018,2026-03-31 23:24:00,74,L002,background
C1282,P088,P081,2026-05-10 15:26:00,89,L004,background
C1283,P010,P111,2026-06-11 04:29:00,283,L012,background
C1284,P021,P055,2026-02-04 23:39:00,43,L014,background
C1285,P038,P060,2026-05-12 07:54:00,87,L002,background
C1286,P116,P077,2026-06-09 07:41:00,138,L019,background
C1287,P040,P144,2026-05-24 16:34:00,154,L015,background
C1288,P114,P106,2026-01-18 19:29:00,123,L018,background
C1289,P067,P127,2026-06-03 01:55:00,40,L003,background
C1290,P033,P071,2026-02-26 01:30:00,205,L001,background
C1291,P063,P054,2026-02-06 16:00:00,79,L018,background
C1292,P047,P063,2026-05-24 07:32:00,38,L008,background
C1293,P033,P084,2026-02-05 11:30:00,34,L019,background
C1294,P017,P091,2026-03-19 09:23:00,171,L014,background
C1295,P150,P133,2026-04-06 19:15:00,183,L007,background
C1296,P150,P123,2026-05-12 05:41:00,31,L012,background
C1297,P068,P021,2026-04-07 09:46:00,109,L010,background
C1298,P080,P046,2026-01-23 06:34:00,41,L002,background
C1299,P023,P004,2026-03-06 06:03:00,131,L016,background
C1300,P056,P073,2026-05-24 19:05:00,87,L002,background
C1301,P060,P021,2026-02-02 10:35:00,117,L014,background
C1302,P040,P057,2026-05-14 02:37:00,81,L002,background
C1303,P125,P103,2026-01-21 14:24:00,73,L013,background
C1304,P014,P129,2026-04-24 17:28:00,51,L002,background
C1305,P079,P040,2026-06-12 12:07:00,95,L015,background
C1306,P015,P089,2026-05-03 00:11:00,82,L004,background
C1307,P124,P089,2026-01-07 07:23:00,61,L009,background
C1308,P145,P108,2026-04-10 18:07:00,29,L005,background
C1309,P003,P090,2026-04-27 10:52:00,122,L004,background
C1310,P148,P108,2026-06-04 12:41:00,43,L011,background
C1311,P144,P052,2026-06-26 14:13:00,35,L002,background
C1312,P141,P131,2026-04-03 21:07:00,68,L007,background
C1313,P087,P114,2026-03-28 05:34:00,139,L001,background
C1314,P065,P030,2026-04-19 11:38:00,195,L017,background
C1315,P048,P094,2026-01-04 22:33:00,83,L018,background
C1316,P080,P019,2026-06-19 07:34:00,81,L008,background
C1317,P117,P033,2026-03-28 00:56:00,21,L002,background
C1318,P003,P072,2026-05-10 12:43:00,244,L009,background
C1319,P038,P137,2026-04-10 04:22:00,102,L005,background
C1320,P029,P104,2026-03-15 01:40:00,79,L004,background
C1321,P142,P027,2026-04-10 06:41:00,117,L016,background
C1322,P146,P136,2026-06-28 02:55:00,78,L014,background
C1323,P122,P101,2026-06-19 11:32:00,267,L005,background
C1324,P114,P046,2026-01-21 16:19:00,116,L012,background
C1325,P007,P089,2026-01-31 20:06:00,164,L014,background
C1326,P140,P096,2026-02-13 20:47:00,119,L017,background
C1327,P037,P043,2026-02-19 16:42:00,45,L003,background
C1328,P001,P059,2026-06-03 02:22:00,67,L016,background
C1329,P037,P098,2026-02-11 12:17:00,191,L003,background
C1330,P111,P071,2026-04-21 21:23:00,99,L003,background
C1331,P108,P056,2026-03-15 23:47:00,83,L012,background
C1332,P083,P147,2026-05-07 15:27:00,54,L011,background
C1333,P047,P018,2026-01-11 05:16:00,187,L010,background
C1334,P105,P072,2026-05-07 05:52:00,140,L012,background
C1335,P010,P112,2026-03-24 21:56:00,133,L013,background
C1336,P083,P146,2026-03-28 21:13:00,197,L015,background
C1337,P134,P131,2026-01-22 19:09:00,35,L004,background
C1338,P063,P092,2026-01-13 10:12:00,60,L008,background
C1339,P055,P150,2026-06-29 06:15:00,154,L006,background
C1340,P043,P007,2026-06-12 20:59:00,103,L004,background
C1341,P046,P050,2026-06-18 21:29:00,135,L012,background
C1342,P046,P059,2026-06-14 05:43:00,88,L015,background
C1343,P065,P091,2026-05-30 00:23:00,53,L003,background
C1344,P017,P089,2026-03-03 13:49:00,65,L007,background
C1345,P072,P121,2026-05-22 19:15:00,44,L019,background
C1346,P094,P131,2026-02-12 03:05:00,83,L020,background
C1347,P138,P097,2026-02-06 18:28:00,42,L011,background
C1348,P069,P078,2026-02-16 13:59:00,57,L017,background
C1349,P114,P111,2026-03-17 08:08:00,75,L013,background
C1350,P038,P006,2026-03-10 04:48:00,220,L018,background
C1351,P050,P001,2026-06-22 13:49:00,303,L012,network_pattern
C1352,P021,P050,2026-04-26 03:24:00,254,L013,network_pattern
C1353,P013,P007,2026-01-23 20:17:00,393,L017,network_pattern
C1354,P001,P050,2026-06-18 06:20:00,636,L012,network_pattern
C1355,P001,P050,2026-01-13 19:28:00,408,L013,network_pattern
C1356,P021,P001,2026-01-28 10:57:00,851,L002,network_pattern
C1357,P007,P013,2026-03-17 18:27:00,127,L020,network_pattern
C1358,P013,P050,2026-01-11 04:37:00,873,L019,network_pattern
C1359,P013,P021,2026-06-08 17:00:00,237,L010,network_pattern
C1360,P013,P007,2026-06-18 11:10:00,466,L005,network_pattern
C1361,P013,P021,2026-05-18 21:09:00,708,L018,network_pattern
C1362,P001,P050,2026-01-24 00:43:00,115,L012,network_pattern
C1363,P021,P013,2026-06-16 14:10:00,405,L005,network_pattern
C1364,P007,P013,2026-02-26 15:46:00,484,L003,network_pattern
C1365,P007,P013,2026-02-14 00:43:00,774,L007,network_pattern
C1366,P021,P050,2026-04-02 11:04:00,88,L006,network_pattern
C1367,P013,P021,2026-03-20 22:19:00,169,L017,network_pattern
C1368,P007,P001,2026-02-01 10:03:00,685,L012,network_pattern
C1369,P050,P007,2026-02-18 16:23:00,510,L011,network_pattern
C1370,P001,P021,2026-06-02 14:46:00,682,L016,network_pattern
C1371,P007,P001,2026-04-10 09:23:00,146,L013,network_pattern
C1372,P007,P050,2026-02-27 11:03:00,279,L001,network_pattern
C1373,P050,P021,2026-03-29 23:18:00,695,L018,network_pattern
C1374,P021,P007,2026-06-17 16:39:00,438,L006,network_pattern
C1375,P013,P007,2026-03-18 03:49:00,587,L006,network_pattern
C1376,P007,P001,2026-02-11 17:58:00,308,L007,network_pattern
C1377,P001,P013,2026-01-04 06:51:00,589,L020,network_pattern
C1378,P050,P021,2026-05-31 01:22:00,599,L008,network_pattern
C1379,P021,P007,2026-05-21 16:57:00,448,L016,network_pattern
C1380,P050,P021,2026-05-19 00:35:00,331,L010,network_pattern
C1381,P021,P013,2026-05-08 18:14:00,514,L006,network_pattern
C1382,P021,P050,2026-02-24 23:02:00,63,L002,network_pattern
C1383,P021,P007,2026-04-02 20:09:00,745,L019,network_pattern
C1384,P050,P007,2026-06-25 04:05:00,597,L015,network_pattern
C1385,P007,P050,2026-02-06 18:30:00,742,L005,network_pattern
C1386,P038,P034,2026-03-29 00:34:00,259,L001,network_pattern
C1387,P050,P042,2026-06-23 06:35:00,266,L003,network_pattern
C1388,P038,P050,2026-02-08 17:50:00,826,L013,network_pattern
C1389,P038,P042,2026-06-27 18:12:00,712,L002,network_pattern
